,Unnamed: 0,店,日,時台,RECNO,加工ｺｰﾄﾞ,性別,年代,部門,AU,ﾗｲﾝ,ｸﾗｽ,JANｺｰﾄﾞ,商品名,規格名,売上数量,売上金額,見切数量,見切金額,特売数量,特売金額,ﾁﾗｼ,税抜定番売価
16908,16908,263,20170921,17,R20170921-50107928,P9LP30AGKJS,女性,70代,1140,151,3,3,J0401550020171,☆ふわぽたいなり（黒ごま入）５個,,1,168,0,0,0,0,0,168
16909,16909,263,20170921,17,R20170921-50107928,P9LP30AGKJS,女性,70代,1140,151,4,1,J0401550034314,☆からだ想いのまごわやさしい弁当,,1,397,0,0,0,0,0,398
16910,16910,263,20170921,17,R20170921-50107928,P9LP30AGKJS,女性,70代,1210,211,2,1,J4514603344110,アサヒ  食事と一緒に十六茶Ｗ,５００ｍｌ,1,159,0,0,0,0,0,160
16911,16911,263,20170921,17,R20170921-50107928,P9LP30AGKJS,女性,70代,1140,150,3,2,J4560448214446,２種の玉ねぎサラダ,オルト,1,128,0,0,0,0,0,128
16912,16912,263,20170921,17,R20170921-50107928,P9LP30AGKJS,女性,70代,1210,211,2,1,J4902160134686,くらしモア  ほうじ茶  ５００ｍｌ,５００ｍｌ,1,68,0,0,0,0,0,68
16913,16913,263,20170921,17,R20170921-50107928,P9LP30AGKJS,女性,70代,1150,173,1,2,J4902410296782,フジ  くるみあんぱん,１個,1,100,0,0,1,7,0,108
16914,16914,263,20170921,17,R20170921-50107928,P9LP30AGKJS,女性,70代,1150,173,1,2,J4902410496007,フジ  スナックサンド  ピーナツ,２個入,1,100,0,0,1,17,0,118
16915,16915,263,20170921,17,R20170921-50107928,P9LP30AGKJS,女性,70代,1140,151,4,5,J4903412025097,ミックスおはぎ,２個入り,2,476,0,0,0,0,0,238
16916,16916,263,20170921,17,R20170921-50107929,非会員,不明,不明,1120,123,8,3,J0283142000000,国産黒豚ミンチ,２１０ｇ,1,171,1,172,0,0,0,1
16917,16917,263,20170921,17,R20170921-50107929,非会員,不明,不明,1110,110,6,1,J0400100017579,玉ねぎ,,1,29,0,0,0,0,0,29
16918,16918,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1130,193,5,0,J0230180000000,釜揚げしらす（小パック）,インストア,1,213,0,0,0,0,0,5
16919,16919,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1130,193,0,7,J0241082000000,塩銀さけ（あら）,ＰＣ  チリ産,1,364,0,0,0,0,0,1
16920,16920,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1120,122,0,7,J0282926000000,牛肉小間切れ,５００ｇ,1,540,0,0,0,0,0,1
16921,16921,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1110,110,5,1,J4531231002281,ささがきごぼう  １００ｇカント,１２０ニチ,1,197,0,0,0,0,0,198
16922,16922,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1110,110,5,1,J4531231004988,里芋水煮,１００ｇＰＫ,1,97,0,0,0,0,0,98
16923,16923,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1110,110,6,2,J4582247272175,ジャガイモ,,1,197,0,0,0,0,0,198
16924,16924,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1210,221,1,4,J4901005233300,グリコ  炊き込み御膳五目ごはん,２７２ｇ,1,268,0,0,0,0,0,268
16925,16925,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1150,166,8,3,J4901520123087,テーブルマークおいしさたこ焼,７個入,1,100,0,0,0,0,0,100
16926,16926,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
16927,16927,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1150,166,8,3,J4909084496609,かねます  お好み焼ぶた肉入り,１枚入,1,100,0,0,0,0,0,100
16928,16928,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1150,162,3,2,J4958293003283,オークワ  生芋糸こんにゃく,１８０ｇ,1,94,0,0,1,27,0,123
16929,16929,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1150,162,1,6,J4966473003244,太陽食品  鰹昆布だし海老茶わんむし,１５０ｇ,1,97,0,0,1,30,0,128
16930,16930,263,20170921,17,R20170921-50107931,P9NN80GKKHS,女性,50代,1150,162,1,2,J4972812500176,ケーエス  キャノーラ油使用油あげ,２枚入り,1,68,0,0,0,0,0,68
16931,16931,263,20170921,17,R20170921-50107933,P6RU50FAHJS,女性,40代,1140,152,2,1,J0258026000000,かに入りクリームコロッケ,,1,278,0,0,0,0,0,1
16932,16932,263,20170921,17,R20170921-50107933,P6RU50FAHJS,女性,40代,1120,124,2,1,J0284650000000,国産豚肉モモ切り落とし,１９０ｇ,1,182,0,0,0,0,0,1
16933,16933,263,20170921,17,R20170921-50107933,P6RU50FAHJS,女性,40代,1120,124,2,1,J0284650000000,国産豚肉モモ切り落とし,１９０ｇ,1,175,0,0,0,0,0,1
16934,16934,263,20170921,17,R20170921-50107933,P6RU50FAHJS,女性,40代,1120,126,9,6,J4902115515232,ウイニーミニ３個束,８０ｇ＊３,1,338,0,0,0,0,0,338
16935,16935,263,20170921,17,R20170921-50107933,P6RU50FAHJS,女性,40代,1110,115,9,7,J4935850351100,スウイーテイオバナナ,１フクロ,1,98,1,99,0,0,0,198
16936,16936,263,20170921,17,R20170921-50107933,P6RU50FAHJS,女性,40代,1110,110,1,9,J4962808015012,ブロツコリースプラウト,,1,97,0,0,0,0,0,98
16937,16937,263,20170921,17,R20170921-50107933,P6RU50FAHJS,女性,40代,1110,110,1,2,J4982909709443,トマトＣ,１フクロ,1,449,0,0,0,0,0,450
16938,16938,263,20170921,17,R20170921-50107934,P7NS00FHKAS,女性,70代,1110,117,1,1,J0212547000000,セイサンシヤ  ハンワ,,1,406,0,0,0,0,0,1
16939,16939,263,20170921,17,R20170921-50107934,P7NS00FHKAS,女性,70代,1110,117,1,1,J0219655000000,セイサンシヤ５６,１コ,1,153,0,0,0,0,0,1
16940,16940,263,20170921,17,R20170921-50107934,P7NS00FHKAS,女性,70代,1130,191,4,0,J0231505000000,マサバ,,1,300,0,0,0,0,0,380
16941,16941,263,20170921,17,R20170921-50107934,P7NS00FHKAS,女性,70代,1130,191,6,0,J0234203000000,Ｂ．Ｔエビ  チルド  ダイ,,1,598,0,0,0,0,0,38
16942,16942,263,20170921,17,R20170921-50107934,P7NS00FHKAS,女性,70代,1130,191,9,4,J0237122000000,ヤキザカナ  （サンマ）,,1,197,0,0,0,0,0,1
16943,16943,263,20170921,17,R20170921-50107934,P7NS00FHKAS,女性,70代,1130,191,8,1,J0239712000000,にぎり盛合せ（海峡）,,1,497,0,0,0,0,0,1
16944,16944,263,20170921,17,R20170921-50107934,P7NS00FHKAS,女性,70代,1120,126,9,6,J4902115151102,シャウエッセン２コ束,２５４ｇ,1,461,0,0,1,13,0,475
16945,16945,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1110,117,1,1,J0219655000000,セイサンシヤ５６,１コ,1,146,0,0,0,0,0,1
16946,16946,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1120,125,9,1,J0285900000000,紀の国みかんどりもも肉,１枚,1,458,0,0,0,0,0,1
16947,16947,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1150,166,8,5,J4548779708407,日清食品  鶏ごぼうおにぎり,１個入,1,93,0,0,1,7,0,100
16948,16948,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1150,166,8,5,J4548779708421,日清食品  炒飯風おにぎり,１個入,1,93,0,0,1,7,0,100
16949,16949,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1150,166,8,3,J4901520120284,テーブルマーク  おいしさ一品たい焼,２個入り,1,93,0,0,1,7,0,100
16950,16950,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1150,168,2,1,J4901790037190,シマダヤ  「本ごし」讃岐うどん２食,２００ｇ×２,1,97,0,0,1,53,0,151
16951,16951,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1120,126,9,2,J4902586002651,鹿児島発  特選ももハム切り落とし,１４５ｇ,1,338,0,0,0,0,0,338
16952,16952,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1150,170,1,1,J4902705125568,明治ブルガリア贅沢クリーミー生乳,３２０ｇ,1,157,0,0,0,0,0,158
16953,16953,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1110,110,3,9,J4908240701298,マツシユルーム,１パツク,2,256,0,0,0,0,0,128
16954,16954,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1150,169,1,1,J4970290012549,いかるが  なにわの牛乳,１０００ｍｌ,1,157,0,0,1,22,0,180
16955,16955,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1150,169,1,3,J4971666409710,グリコ  カフェオーレ,１８０ｍｌ,1,78,0,0,1,16,0,95
16956,16956,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1150,169,1,3,J4971666411768,グリコ  甘さひかえめカフェオーレ,１８０ｍｌ,1,78,0,0,1,16,0,95
16957,16957,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1150,169,1,3,J4971666411775,グリコ  たっぷりミルクのカフェオーレ,１８０ｍｌ,1,78,0,0,1,16,0,95
16958,16958,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1110,110,0,5,J4991345000038,アオネギ,,1,97,0,0,0,0,0,98
16959,16959,263,20170921,17,R20170921-50107935,P7MM10FHJCS,女性,60代,1110,110,5,6,J4992993010127,真珠もやし  ＧＧＣ,,1,34,0,0,0,0,0,35
16960,16960,263,20170921,17,R20170921-50107936,P0RM70GEJFS,女性,40代,1140,152,1,1,J0256212000000,季節の天盛り,,1,318,1,79,0,0,0,1
16961,16961,263,20170921,17,R20170921-50107936,P0RM70GEJFS,女性,40代,1120,124,0,2,J0283615000000,カナダ三元豚小間切れうすぎり,１２０ｇ,1,127,0,0,0,0,0,1
16962,16962,263,20170921,17,R20170921-50107936,P0RM70GEJFS,女性,40代,1150,162,2,1,J4901160859148,タカノフーズ  極小粒納豆カップ４,３０ｇｘ４,1,97,0,0,1,20,0,118
16963,16963,263,20170921,17,R20170921-50107936,P0RM70GEJFS,女性,40代,1150,167,2,1,J4902150359471,くらしモアニッスイ  ちくわ,４本入り,1,84,0,0,0,0,0,85
16964,16964,263,20170921,17,R20170921-50107936,P0RM70GEJFS,女性,40代,1150,167,1,3,J4902150364055,ニッスイ  海からシーフードスティック,１０本入り,1,97,0,0,0,0,0,98
16965,16965,263,20170921,17,R20170921-50107936,P0RM70GEJFS,女性,40代,1150,167,3,6,J4902160210786,くらしモアカネテツ  野菜フライ,２枚入り,1,72,0,0,1,24,0,97
16966,16966,263,20170921,17,R20170921-50107936,P0RM70GEJFS,女性,40代,1150,166,3,3,J4902165373813,マルハ５種野菜とひじき豆腐ハンバーグ,６個入,1,168,0,0,1,10,0,178
16967,16967,263,20170921,17,R20170921-50107936,P0RM70GEJFS,女性,40代,1120,126,9,8,J4902715789507,楽しいお弁当ミートボール,１７１ｇ,1,178,0,0,1,1,0,180
16968,16968,263,20170921,17,R20170921-50107936,P0RM70GEJFS,女性,40代,1150,173,1,0,J4903110028857,ヤマザキ  ピュアモーニング山型,５枚切,1,94,0,0,0,0,0,95
16969,16969,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1120,124,1,2,J0283566000000,カナダ三元豚ロースしゃぶしゃぶ用,３５０ｇ,1,338,0,0,0,0,0,1
16970,16970,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1120,125,9,2,J0285802000000,国産若鶏むね肉  ２枚,４００ｇ,1,457,0,0,0,0,0,1
16971,16971,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1110,110,7,2,J0400100018231,トウモロコシ  Ｌ,ケース,2,194,0,0,0,0,0,98
16972,16972,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1150,167,4,4,J4901006251624,井村屋  肉まん,３個入り,1,147,0,0,1,30,0,178
16973,16973,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1150,173,1,1,J4901820347244,パスコ  超熟ロールレーズン,６個入,1,157,0,0,1,10,0,168
16974,16974,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1150,168,2,1,J4901990340687,マルちゃん  北海道産小麦の玉うどん,３食入り,1,97,0,0,1,10,0,108
16975,16975,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1210,219,1,2,J4902106271208,ミツカン酢,５００ｍｌ,1,141,0,0,0,0,0,141
16976,16976,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1210,221,1,1,J4902160130534,くらしモア  食卓名人生しょうが,４０ｇ,1,88,0,0,1,6,0,95
16977,16977,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1210,221,1,1,J4902402652770,ハウス  おろし生わさび,４３ｇ,1,97,0,0,1,11,0,109
16978,16978,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1210,221,1,1,J4902402653166,ハウス  おろし生にんにく,４３ｇ,1,97,0,0,1,11,0,109
16979,16979,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1150,173,1,3,J4902410324850,フジ  スナックサンド  タマゴ,２個入,1,100,0,0,1,17,0,118
16980,16980,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1150,173,1,2,J4902410416104,フジ  黒コッペ,,1,100,0,0,1,7,0,108
16981,16981,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1210,216,1,0,J4902560310123,はごろも  ポポロスパ  ７分  結束,３００ｇ,1,97,0,0,1,12,0,110
16982,16982,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1120,127,0,1,J4902715392707,くらしモアチキンナゲット,３００ｇ,1,285,0,0,1,86,0,371
16983,16983,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1150,173,1,1,J4903110152385,ヤマザキ  かた揚げリングドーナツ,８個入,1,170,0,0,0,0,0,171
16984,16984,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1150,161,2,1,J49377736     ,たまごＬ寸,１０Ｈ,1,194,0,0,0,0,0,195
16985,16985,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1110,110,2,3,J4982909705728,洋人参  袋,,1,97,0,0,0,0,0,98
16986,16986,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1110,110,5,5,J4982909839010,キャベツスライス  サンライズ,,1,96,0,0,0,0,0,97
16987,16987,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1110,110,6,1,J4982909840535,たまねぎ大袋,,1,197,0,0,0,0,0,198
16988,16988,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1110,110,3,3,J4985761100014,ブナシメジ,,1,97,0,0,0,0,0,98
16989,16989,263,20170921,17,R20170921-50107937,P6WR90FEGES,男性,30代,1110,110,3,6,J4985761800006,ホクトマイタケ,１フクロ,1,97,0,0,0,0,0,98
16990,16990,263,20170921,17,R20170921-50107938,P6SR40GAABS,女性,60代,1140,153,5,6,J0256209000000,☆スイートポテト（塩キャラメルソース,,1,193,1,48,0,0,0,1
16991,16991,263,20170921,17,R20170921-50107938,P6SR40GAABS,女性,60代,1140,152,2,1,J0257567000000,オークワ名物コロッケ,,1,278,0,0,0,0,0,1
16992,16992,263,20170921,17,R20170921-50107938,P6SR40GAABS,女性,60代,1140,150,3,1,J0401530008786,☆いちおしセット（サラダ）,,1,197,0,0,0,0,0,198
16993,16993,263,20170921,17,R20170921-50107938,P6SR40GAABS,女性,60代,1210,222,1,4,J4901520237524,くらしモア  たきたてごはん  ５Ｐ,５Ｐ,2,756,0,0,2,3,0,380
16994,16994,263,20170921,17,R20170921-50107938,P6SR40GAABS,女性,60代,1120,127,9,1,J4902115205799,中華名菜  八宝菜の具,３９０ｇ,1,284,0,0,0,0,0,285
16995,16995,263,20170921,17,R20170921-50107938,P6SR40GAABS,女性,60代,1150,166,3,2,J4902150660393,ニッスイカレーコロッケ,８個入,1,168,0,0,1,10,0,178
16996,16996,263,20170921,17,R20170921-50107938,P6SR40GAABS,女性,60代,1140,150,3,2,J4982909842126,グリーンサラダ,サンライズ,1,100,0,0,0,0,0,100
16997,16997,263,20170921,17,R20170921-50107938,P6SR40GAABS,女性,60代,1110,110,3,3,J4985761100014,ブナシメジ,,1,97,0,0,0,0,0,98
16998,16998,263,20170921,17,R20170921-50107942,P9PW50FBFGS,女性,40代,1210,211,1,5,J4901340689213,カルピス  カルピスウォーター,５００ｍｌ,1,72,0,0,1,16,0,89
16999,16999,263,20170921,17,R20170921-50107942,P9PW50FBFGS,女性,40代,1150,165,1,1,J4902160203993,くらしモアマルヤナギ  昆布豆,１６０ｇ,1,113,0,0,1,19,0,133
17000,17000,263,20170921,17,R20170921-50107942,P9PW50FBFGS,女性,40代,1150,169,1,3,J4908011532403,雪印メグ  雪印コーヒー,１０００ｍｌ,1,120,0,0,1,18,0,138
17001,17001,263,20170921,17,R20170921-50107942,P9PW50FBFGS,女性,40代,1150,169,1,1,J4970290012549,いかるが  なにわの牛乳,１０００ｍｌ,1,158,0,0,1,22,0,180
17002,17002,263,20170921,17,R20170921-50107942,P9PW50FBFGS,女性,40代,1110,110,3,3,J4985761100014,ブナシメジ,,1,97,0,0,0,0,0,98
17003,17003,263,20170921,17,R20170921-50107943,P7RT50FCAAS,女性,40代,1150,169,1,7,J4930726100233,キッコーマン  豆乳飲料麦芽コーヒー,２００ｍｌ,1,75,0,0,0,0,0,75
17004,17004,263,20170921,17,R20170921-50107944,P8PT10FFABS,女性,40代,1120,126,8,8,J4901003167089,くらしモア  ミートボール３個束,３６０ｇ,1,276,0,0,1,27,0,304
17005,17005,263,20170921,17,R20170921-50107944,P8PT10FFABS,女性,40代,1210,211,1,1,J4902102122221,ＣＤクリアスパークリング,５００ｍｌ,2,150,0,0,2,27,0,89
17006,17006,263,20170921,17,R20170921-50107944,P8PT10FFABS,女性,40代,1150,166,8,3,J4902170551961,オーマイ  ホットケーキ,１１０ｇ,1,100,0,0,0,0,0,100
17007,17007,263,20170921,17,R20170921-50107944,P8PT10FFABS,女性,40代,1150,173,1,0,J4902410102892,フジ本仕込食パン,５枚入,2,276,0,0,2,79,0,178
17008,17008,263,20170921,17,R20170921-50107944,P8PT10FFABS,女性,40代,1120,126,9,8,J4902586049960,ディズニーミニハンバーグ,６４Ｇ,1,94,0,0,0,0,0,95
17009,17009,263,20170921,17,R20170921-50107944,P8PT10FFABS,女性,40代,1150,172,3,1,J4902590127852,Ｊオイルミルズ  ラーマバターの風味,３００ｇ,1,189,0,0,0,0,0,189
17010,17010,263,20170921,17,R20170921-50107944,P8PT10FFABS,女性,40代,1150,169,1,2,J4908011521285,雪印メグ  特濃,１０００ｍｌ,2,341,0,0,2,37,0,189
17011,17011,263,20170921,17,R20170921-50107944,P8PT10FFABS,女性,40代,1150,167,1,2,J4953172100077,濱辰  小玉子,２個入り,1,122,0,0,0,0,0,123
17012,17012,263,20170921,17,R20170921-50107945,P7TT10BDBGS,男性,60代,1140,153,1,3,J0251274000000,スナック,,1,227,1,57,0,0,0,1
17013,17013,263,20170921,17,R20170921-50107945,P7TT10BDBGS,男性,60代,1140,150,2,0,J0401520015039,☆４種だし使用！６品目のおでん,,1,222,1,55,1,19,0,298
17014,17014,263,20170921,17,R20170921-50107945,P7TT10BDBGS,男性,60代,1140,151,4,4,J0401550031528,☆鶏五目おこわ（小）,,1,158,1,39,0,0,0,198
17015,17015,263,20170921,17,R20170921-50107946,P5NS80FFHGS,男性,70代,1140,150,3,1,J0401530007475,☆ポテトサラダＤＳ,,1,110,1,27,0,0,0,138
17016,17016,263,20170921,17,R20170921-50107946,P5NS80FFHGS,男性,70代,1150,173,1,5,J4903110321262,ヤマザキ  フルーツケーキ,５個入,1,238,0,0,1,67,0,306
17017,17017,263,20170921,17,R20170921-50107946,P5NS80FFHGS,男性,70代,1150,173,2,8,J4970470060520,あわしま堂  秋の二色切り団子芋あん粒,３個入り,1,158,0,0,1,10,0,168
17018,17018,263,20170921,17,R20170921-50107948,P9RP90FHKHS,女性,70代,1120,125,9,0,J0285594000000,阿波地養赤どりもも切り身,２５０ｇ,1,380,0,0,1,163,0,1
17019,17019,263,20170921,17,R20170921-50107948,P9RP90FHKHS,女性,70代,1120,127,3,1,J0287135000000,オリジナル国産若鶏生つみれだんご,１４４ｇ,1,328,0,0,0,0,0,1
17020,17020,263,20170921,17,R20170921-50107948,P9RP90FHKHS,女性,70代,1110,110,1,3,J0400100013021,キャベツ１／４,,1,78,0,0,0,0,0,78
17021,17021,263,20170921,17,R20170921-50107948,P9RP90FHKHS,女性,70代,1110,110,2,2,J0400100013427,大根  Ｌ,,1,180,0,0,0,0,0,180
17022,17022,263,20170921,17,R20170921-50107948,P9RP90FHKHS,女性,70代,1120,126,9,6,J4901231423889,特級あらびきポークウインナー,２３０ｇ,1,358,0,0,0,0,0,358
17023,17023,263,20170921,17,R20170921-50107948,P9RP90FHKHS,女性,70代,1150,169,1,1,J4902705100787,明治  おいしい牛乳,５００ｍｌ,1,132,0,0,0,0,0,133
17024,17024,263,20170921,17,R20170921-50107948,P9RP90FHKHS,女性,70代,1110,110,1,2,J4935113003289,レイカトマト,フクロ,1,497,0,0,0,0,0,498
17025,17025,263,20170921,17,R20170921-50107948,P9RP90FHKHS,女性,70代,1150,162,3,2,J4958293007342,オークワ  糸こんにゃく白,１８０ｇ,1,57,0,0,0,0,0,58
17026,17026,263,20170921,17,R20170921-50107948,P9RP90FHKHS,女性,70代,1110,110,3,2,J4960346020024,ムラジマンナマシイタケオオブクロ,１フクロ,1,278,0,0,0,0,0,278
17027,17027,263,20170921,17,R20170921-50107949,P5RS90FACFS,男性,60代,1120,122,3,4,J0282213000000,牛肩ロースレモンペッパーステーキ,２００ｇ,1,396,1,100,0,0,0,1
17028,17028,263,20170921,17,R20170921-50107949,P5RS90FACFS,男性,60代,1140,150,3,2,J4560448214415,彩りコーンサラダ,オルト,1,102,1,25,0,0,0,128
17029,17029,263,20170921,17,R20170921-50107949,P5RS90FACFS,男性,60代,1150,173,1,0,J4901408131579,神戸屋  さっくり食パン,２枚入,1,100,0,0,0,0,0,100
17030,17030,263,20170921,17,R20170921-50107949,P5RS90FACFS,男性,60代,1150,166,8,3,J4901520123087,テーブルマークおいしさたこ焼,７個入,2,200,0,0,0,0,0,100
17031,17031,263,20170921,17,R20170921-50107949,P5RS90FACFS,男性,60代,1150,166,8,3,J4902170551961,オーマイ  ホットケーキ,１１０ｇ,1,100,0,0,0,0,0,100
17032,17032,263,20170921,17,R20170921-50107949,P5RS90FACFS,男性,60代,1150,170,1,3,J4902738335064,マンナン  ララクラッシュオレンジ味,２４ｇ×８,1,151,0,0,0,0,0,151
17033,17033,263,20170921,17,R20170921-50107949,P5RS90FACFS,男性,60代,1110,115,9,7,J4935850351100,スウイーテイオバナナ,１フクロ,1,98,1,99,0,0,0,198
17034,17034,263,20170921,17,R20170921-50107949,P5RS90FACFS,男性,60代,1150,169,1,6,J49839333     ,雪印メグ  ガセリ菌ＳＰ株ＹＧドリンク,１００ｇ,2,189,0,0,0,0,0,95
17035,17035,263,20170921,17,R20170921-50107949,P5RS90FACFS,男性,60代,1150,169,1,6,J49839340     ,雪印メグビフィズスＳＰ株ＹＧドリンク,１００ｇ,2,189,0,0,0,0,0,95
17036,17036,263,20170921,17,R20170921-50107950,P8MU70FAGBS,男性,60代,1120,124,1,1,J0284649000000,国産豚肉ロースしゃぶしゃぶ用,１５０ｇ,1,401,0,0,0,0,0,1
17037,17037,263,20170921,17,R20170921-50107950,P8MU70FAGBS,男性,60代,1110,110,2,1,J0400100013403,ハクサイ  １／４,,1,138,0,0,0,0,0,138
17038,17038,263,20170921,17,R20170921-50107950,P8MU70FAGBS,男性,60代,1150,167,2,2,J4902150363522,くらしモアニッスイ  煮込みちくわ,２本入り,1,88,0,0,1,6,0,95
17039,17039,263,20170921,17,R20170921-50107950,P8MU70FAGBS,男性,60代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
17040,17040,263,20170921,17,R20170921-50107950,P8MU70FAGBS,男性,60代,1150,168,1,1,J4958293003511,オークワ  うどん,１食,1,15,0,0,0,0,0,15
17041,17041,263,20170921,17,R20170921-50107950,P8MU70FAGBS,男性,60代,1150,162,1,1,J4958293006772,オークワ  焼きとうふ,３００ｇ,1,107,0,0,1,7,0,115
17042,17042,263,20170921,17,R20170921-50107950,P8MU70FAGBS,男性,60代,1110,110,3,2,J4967368960109,ナマシイタケ  ジバサン,,1,197,0,0,0,0,0,198
17043,17043,263,20170921,17,R20170921-50107951,P4LT90GCKJS,女性,20代,1110,110,4,2,J0212141000000,ピーマン,,1,56,0,0,0,0,0,27
17044,17044,263,20170921,17,R20170921-50107951,P4LT90GCKJS,女性,20代,1140,150,2,4,J0257745000000,あじわい枝豆（要冷）,５００Ｇ,1,124,1,31,0,0,0,99
17045,17045,263,20170921,17,R20170921-50107951,P4LT90GCKJS,女性,20代,1120,123,8,1,J0283202000000,合挽きミンチ（解凍）,２３０ｇ,1,113,1,113,0,0,0,1
17046,17046,263,20170921,17,R20170921-50107951,P4LT90GCKJS,女性,20代,1120,124,7,2,J0283562000000,カナダ三元豚ロースカツ用,１００ｇ＊３枚,1,151,1,37,0,0,0,1
17047,17047,263,20170921,17,R20170921-50107951,P4LT90GCKJS,女性,20代,1110,110,5,7,J4531231001642,細切り竹の子（清水物産）  １２０ｇ,,1,97,0,0,0,0,0,98
17048,17048,263,20170921,17,R20170921-50107951,P4LT90GCKJS,女性,20代,1210,211,2,2,J4571351852007,ミツウロコ四季の恵み自然湧水岐阜養老,２Ｌ,1,78,0,0,1,16,0,95
17049,17049,263,20170921,17,R20170921-50107951,P4LT90GCKJS,女性,20代,1150,167,4,1,J4902160212032,くらしモア  うす皮肉餃子,１５個入り,1,97,0,0,1,60,0,158
17050,17050,263,20170921,17,R20170921-50107952,P0NN00GJGES,男性,70代,1150,173,1,2,J4903110072119,ヤマザキ  薄皮白あんぱん,５個入,1,103,0,0,1,35,0,138
17051,17051,263,20170921,17,R20170921-50107953,P6NS70ACJES,女性,70代,1130,191,0,2,J0232809000000,オツクリ  テンネンブリ,,1,391,0,0,1,6,0,1
17052,17052,263,20170921,17,R20170921-50107953,P6NS70ACJES,女性,70代,1140,152,2,2,J0252197000000,エビフライ（大）＜少量＞,,1,124,1,31,1,1,0,1
17053,17053,263,20170921,17,R20170921-50107953,P6NS70ACJES,女性,70代,1140,152,2,2,J0257569000000,北海道産秋鮭フライ（タルタルソース）,,1,273,0,0,1,4,0,1
17054,17054,263,20170921,17,R20170921-50107953,P6NS70ACJES,女性,70代,1120,124,3,1,J0284331000000,国産豚肉肩ロースステーキ・カツ用,１００ｇｘ２,1,370,0,0,1,5,0,1
17055,17055,263,20170921,17,R20170921-50107953,P6NS70ACJES,女性,70代,1210,210,1,1,J4901901145097,マルハニチロ  さばみそ煮  月花,２００ｇ,1,214,0,0,1,36,0,250
17056,17056,263,20170921,17,R20170921-50107953,P6NS70ACJES,女性,70代,1210,219,1,4,J4901912010117,タケヤみそ  特譲,１ｋｇ,1,293,0,0,1,58,0,351
17057,17057,263,20170921,17,R20170921-50107953,P6NS70ACJES,女性,70代,1210,215,1,1,J4902105242285,日清カップヌードル４６周年バースデー,カップ,2,232,0,0,2,48,0,140
