,Unnamed: 0,店,日,時台,RECNO,加工ｺｰﾄﾞ,性別,年代,部門,AU,ﾗｲﾝ,ｸﾗｽ,JANｺｰﾄﾞ,商品名,規格名,売上数量,売上金額,見切数量,見切金額,特売数量,特売金額,ﾁﾗｼ,税抜定番売価
1907,1907,263,20170921,10,R20170921-30107495,P1LS10FFABS,女性,40代,1210,211,1,3,J4901777271951,Ｓニチレイアセロラリフレッシュ,４３０ｍｌ,1,89,0,0,0,0,0,89
1908,1908,263,20170921,10,R20170921-30107495,P1LS10FFABS,女性,40代,1150,173,1,1,J4901820382207,パスコ  ゆめちから小麦と米粉のロール,６個入,1,147,0,0,0,0,0,148
1909,1909,263,20170921,10,R20170921-30107496,P1LW30FGBGS,女性,50代,1150,166,8,5,J4548779708421,日清食品  炒飯風おにぎり,１個入,1,100,0,0,0,0,0,100
1910,1910,263,20170921,10,R20170921-30107496,P1LW30FGBGS,女性,50代,1150,170,1,1,J4901112680394,ダノン  ダノンヨーグルトさくらんぼ味,７５ｇ×４,1,97,0,0,1,40,0,138
1911,1911,263,20170921,10,R20170921-30107496,P1LW30FGBGS,女性,50代,1150,167,3,6,J4902160210786,くらしモアカネテツ  野菜フライ,２枚入り,1,72,0,0,1,24,0,97
1912,1912,263,20170921,10,R20170921-30107496,P1LW30FGBGS,女性,50代,1150,170,1,1,J4902160212018,くらしモア  脂肪ゼロヨーグルト,４００ｇ,1,95,0,0,1,30,0,125
1913,1913,263,20170921,10,R20170921-30107496,P1LW30FGBGS,女性,50代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
1914,1914,263,20170921,10,R20170921-30107497,P6NP60GKKDS,女性,50代,1130,191,3,0,J0231210000000,生秋鮭切身,,1,352,0,0,0,0,0,1
1915,1915,263,20170921,10,R20170921-30107497,P6NP60GKKDS,女性,50代,1130,191,3,5,J0231621000000,はまち切身,,1,396,0,0,0,0,0,1
1916,1916,263,20170921,10,R20170921-30107497,P6NP60GKKDS,女性,50代,1210,211,1,1,J4582409178420,ポッカサッポロ  がぶ飲みメロン,５００ｍｌ,1,78,0,0,1,11,0,89
1917,1917,263,20170921,10,R20170921-30107497,P6NP60GKKDS,女性,50代,1210,211,1,1,J4902986532758,スコールホワイト,５００ｍｌ,1,84,0,0,1,4,0,89
1918,1918,263,20170921,10,R20170921-30107497,P6NP60GKKDS,女性,50代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
1919,1919,263,20170921,10,R20170921-30107497,P6NP60GKKDS,女性,50代,1150,168,1,2,J4958293001326,オークワ  焼そば３食ソース付,３食入,1,90,0,0,1,4,0,95
1920,1920,263,20170921,10,R20170921-30107497,P6NP60GKKDS,女性,50代,1110,110,0,2,J4997262000069,キクナ,１フクロ,1,119,1,119,0,0,0,238
1921,1921,263,20170921,10,R20170921-30107498,P6MR80FGKFS,女性,70代,1210,212,1,5,J4901401040908,カンピー  オレンジマーマレード,７８０ｇ,1,298,0,0,1,120,0,418
1922,1922,263,20170921,10,R20170921-30107498,P6MR80FGKFS,女性,70代,1210,219,1,2,J4902106662549,ミツカン  カンタン酢,５００ｍｌ,1,259,0,0,1,7,0,265
1923,1923,263,20170921,10,R20170921-30107498,P6MR80FGKFS,女性,70代,1150,167,1,3,J4902150364055,ニッスイ  海からシーフードスティック,１０本入り,1,97,0,0,0,0,0,98
1924,1924,263,20170921,10,R20170921-30107498,P6MR80FGKFS,女性,70代,1150,167,3,1,J4902150366530,ニッスイ  そのままでおいしいごぼう天,４本入り,1,147,0,0,1,20,0,168
1925,1925,263,20170921,10,R20170921-30107498,P6MR80FGKFS,女性,70代,1210,217,1,3,J4902160131128,くらしモア  宮崎産千切大根,３０ｇ,1,97,0,0,1,50,0,148
1926,1926,263,20170921,10,R20170921-30107498,P6MR80FGKFS,女性,70代,1150,167,4,1,J4902160212032,くらしモア  うす皮肉餃子,１５個入り,1,97,0,0,1,60,0,158
1927,1927,263,20170921,10,R20170921-30107498,P6MR80FGKFS,女性,70代,1150,173,1,2,J4903110033721,ヤマザキ薄皮モカコーヒークリームパン,５個入,1,107,0,0,1,30,0,138
1928,1928,263,20170921,10,R20170921-30107498,P6MR80FGKFS,女性,70代,1150,173,1,7,J4952434008212,ニシカワ  ミルクフランス,,1,113,0,0,0,0,0,113
1929,1929,263,20170921,10,R20170921-30107498,P6MR80FGKFS,女性,70代,1110,115,9,7,J4968102011705,朝のしあわせバナナ,フクロ,1,97,0,0,0,0,0,98
1930,1930,263,20170921,10,R20170921-30107499,P9PS40FCACS,男性,70代,1140,152,1,5,J0257632000000,練り天  ばら売り,,2,195,0,0,0,0,0,98
1931,1931,263,20170921,10,R20170921-30107499,P9PS40FCACS,男性,70代,1150,167,4,4,J4901006251624,井村屋  肉まん,３個入り,1,147,0,0,1,30,0,178
1932,1932,263,20170921,10,R20170921-30107499,P9PS40FCACS,男性,70代,1210,211,1,4,J4901777287969,サントリー  ＧＲＥＥＮ  ＤＡＫＡＲＡ,２Ｌ,1,147,0,0,1,41,0,189
1933,1933,263,20170921,10,R20170921-30107499,P9PS40FCACS,男性,70代,1150,173,1,0,J4903110002208,ヤマザキ  ロイヤルブレッド,４枚切,1,155,0,0,1,2,0,158
1934,1934,263,20170921,10,R20170921-30107499,P9PS40FCACS,男性,70代,1150,164,4,3,J49774313     ,丸永白熊,１４０ｍｌ,2,169,0,0,0,0,0,85
1935,1935,263,20170921,10,R20170921-30107499,P9PS40FCACS,男性,70代,1140,150,3,2,J4982909842126,グリーンサラダ,サンライズ,1,100,0,0,0,0,0,100
1936,1936,263,20170921,10,R20170921-30107501,P7LS10FAFHS,女性,80代,1110,115,9,7,J4902160423421,くらしモアバナナ,,1,97,0,0,0,0,0,98
1937,1937,263,20170921,10,R20170921-30107501,P7LS10FAFHS,女性,80代,1150,175,1,1,J4975645560607,豆華  きぬ厚揚げ  ３個入り,３個入り,1,180,0,0,0,0,0,180
1938,1938,263,20170921,10,R20170921-30107502,P6LM40FGBHS,女性,60代,1130,191,4,9,J0234060000000,コエビ,,1,297,0,0,0,0,0,1
1939,1939,263,20170921,10,R20170921-30107502,P6LM40FGBHS,女性,60代,1140,152,1,3,J0257009000000,ロールイカキリミ（ダイ）,,2,194,0,0,0,0,0,98
1940,1940,263,20170921,10,R20170921-30107502,P6LM40FGBHS,女性,60代,1140,152,1,1,J0257552000000,かき揚げ  ばら売り,,1,128,0,0,0,0,0,128
1941,1941,263,20170921,10,R20170921-30107502,P6LM40FGBHS,女性,60代,1140,152,5,1,J0258013000000,焼き鳥  ばら売り,,4,389,0,0,0,0,0,98
1942,1942,263,20170921,10,R20170921-30107502,P6LM40FGBHS,女性,60代,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
1943,1943,263,20170921,10,R20170921-30107503,P7LN10GEABS,女性,50代,1140,152,4,2,J0257832000000,酢豚,,2,760,0,0,0,0,0,477
1944,1944,263,20170921,10,R20170921-30107503,P7LN10GEABS,女性,50代,1140,150,2,1,J0401520020323,☆塩ゆでそら豆,,1,197,0,0,0,0,0,198
1945,1945,263,20170921,10,R20170921-30107503,P7LN10GEABS,女性,50代,1110,115,9,7,J4968102011705,朝のしあわせバナナ,フクロ,1,97,0,0,0,0,0,98
1946,1946,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1110,117,1,1,J0211346000000,セイサンシヤ２６５,１コ,1,56,0,0,0,0,0,1
1947,1947,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1130,191,3,0,J0231210000000,生秋鮭切身,,1,621,0,0,1,12,0,1
1948,1948,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1140,151,3,3,J0252492000000,サラダ巻き（５切）,Ｒ,1,272,0,0,1,5,0,1
1949,1949,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1140,152,2,2,J0257569000000,北海道産秋鮭フライ（タルタルソース）,,1,272,0,0,1,5,0,1
1950,1950,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1150,177,1,1,J0267721000000,マルハマ  カマボコ  ツメアワセ,セツト,2,200,0,0,0,0,0,142
1951,1951,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1110,110,2,3,J0400100013489,人参,,3,95,0,0,3,18,0,38
1952,1952,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1150,170,1,3,J4562152083554,セイウくだものたっぷりミックスゼリー,２００ｇ,1,86,0,0,1,1,0,88
1953,1953,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1150,161,3,2,J4571364730231,デイリーエッグ  伊賀からの便り赤玉,１０コイリ,1,223,0,0,1,4,0,228
1954,1954,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1150,170,1,1,J4901112680370,ダノン  ダノンヨーグルトバニラ風味,７５ｇ×４,1,95,0,0,1,42,0,138
1955,1955,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1150,162,1,4,J4902678103099,ふじや食品  玉子とうふ３Ｐ,６５ｇｘ３,1,95,0,0,1,7,0,103
1956,1956,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1150,173,1,7,J4952434196735,ニシカワ  コーヒーロール,,1,73,1,19,1,1,0,95
1957,1957,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1150,173,1,7,J4952434198890,ニシカワ  北海道練乳クリームロール,,1,88,1,23,1,1,0,113
1958,1958,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1150,162,3,1,J4958293004679,オークワ  生芋ミニ板こんにゃく,１３０ｇ,1,76,0,0,1,1,0,78
1959,1959,263,20170921,10,R20170921-30107504,P4WU60FGKFS,女性,60代,1110,110,6,9,J4992627301508,土生姜大パック,,1,155,0,0,1,2,0,158
1960,1960,263,20170921,10,R20170921-30107505,P2NM40GKEFS,男性,60代,1150,176,1,1,J0267604000000,シキサイ  タクアン,,1,276,0,0,0,0,0,199
1961,1961,263,20170921,10,R20170921-30107505,P2NM40GKEFS,男性,60代,1150,169,1,6,J4901112600347,ダノン  ビオドリンクシボウ０,８０ｇＸ３,1,171,0,0,0,0,0,171
1962,1962,263,20170921,10,R20170921-30107506,非会員,不明,不明,1130,191,4,1,J0231313000000,サンマ  カイトウ,,4,1800,0,0,0,0,0,120
1963,1963,263,20170921,10,R20170921-30107506,非会員,不明,不明,1130,191,4,1,J0231313000000,サンマ  カイトウ,,5,1500,0,0,0,0,0,120
1964,1964,263,20170921,10,R20170921-30107506,非会員,不明,不明,1120,123,8,1,J0283205000000,合挽きミンチ（解凍）,１０００ｇ,1,881,0,0,0,0,0,1
1965,1965,263,20170921,10,R20170921-30107506,非会員,不明,不明,1210,219,1,5,J4902106541424,ミツカン  味ぽん,６００ｍｌ,1,268,0,0,1,54,0,323
1966,1966,263,20170921,10,R20170921-30107506,非会員,不明,不明,1210,216,1,4,J4902160129910,くらしモア  ソフトパン粉,３５０ｇ,1,138,0,0,0,0,0,138
1967,1967,263,20170921,10,R20170921-30107506,非会員,不明,不明,1150,166,2,1,J4902160204501,くらしモア  塩あじ枝豆,３５０Ｇ,2,476,0,0,0,0,0,238
1968,1968,263,20170921,10,R20170921-30107506,非会員,不明,不明,1110,110,3,5,J4908380384023,エノキ  （大）,,1,68,0,0,0,0,0,68
1969,1969,263,20170921,10,R20170921-30107506,非会員,不明,不明,1110,110,2,4,J4951290235008,白ネギ  束      （Ｌ）  ３Ｐ,,1,197,0,0,0,0,0,198
1970,1970,263,20170921,10,R20170921-30107506,非会員,不明,不明,1150,162,1,1,J4958293004938,オークワ食品工場  絹こしとうふ,３３０ｇ,1,46,0,0,0,0,0,47
1971,1971,263,20170921,10,R20170921-30107506,非会員,不明,不明,1110,110,1,0,J4962808002012,トウミヨウ,,12,1167,0,0,0,0,0,98
1972,1972,263,20170921,10,R20170921-30107506,非会員,不明,不明,1110,110,2,3,J4982909705728,洋人参  袋,,5,486,0,0,0,0,0,98
1973,1973,263,20170921,10,R20170921-30107506,非会員,不明,不明,1110,110,6,2,J4982909709283,ベビーポテト,１フクロ,5,486,0,0,0,0,0,98
1974,1974,263,20170921,10,R20170921-30107506,非会員,不明,不明,1110,110,6,1,J4982909843895,玉ねぎ  大袋,,1,197,0,0,0,0,0,198
1975,1975,263,20170921,10,R20170921-30107506,非会員,不明,不明,1110,110,3,3,J4985761100014,ブナシメジ,,1,97,0,0,0,0,0,98
1976,1976,263,20170921,10,R20170921-30107506,非会員,不明,不明,1110,110,3,7,J4985761951401,エリンギ,,4,389,0,0,0,0,0,98
1977,1977,263,20170921,10,R20170921-30107507,P4NP10FAHHS,男性,60代,1140,152,2,7,J0257138000000,とろっと旨だしたこ焼き,１パック,1,158,0,0,0,0,0,1
1978,1978,263,20170921,10,R20170921-40073612,J4MU40FDFGS,男性,40代,1210,215,1,1,J4901990335126,東水  ごつ盛り  塩焼そば,カップ,1,97,0,0,1,15,0,113
1979,1979,263,20170921,10,R20170921-40073612,J4MU40FDFGS,男性,40代,1210,211,1,7,J4902160134075,くらしモア  ブラックコーヒー,１８５ｇ,1,46,0,0,1,9,0,56
1980,1980,263,20170921,10,R20170921-40073612,J4MU40FDFGS,男性,40代,1150,170,1,1,J4902160211288,くらしモア  ヨーグルトプレーン,４００ｇ,1,95,0,0,1,30,0,125
1981,1981,263,20170921,10,R20170921-40073612,J4MU40FDFGS,男性,40代,1150,170,1,1,J4902160212018,くらしモア  脂肪ゼロヨーグルト,４００ｇ,1,95,0,0,1,30,0,125
1982,1982,263,20170921,10,R20170921-40073614,P2SL20AHGCS,女性,40代,1110,110,1,5,J4524057300815,パプリカ,１フクロ,1,157,0,0,0,0,0,158
1983,1983,263,20170921,10,R20170921-40073614,P2SL20AHGCS,女性,40代,1110,110,1,5,J4560240550025,ボストンレタス,,1,97,0,0,0,0,0,98
1984,1984,263,20170921,10,R20170921-40073614,P2SL20AHGCS,女性,40代,1210,211,2,2,J4582128323163,ウェルネス四万十天然水,２Ｌ,1,88,0,0,1,6,0,95
1985,1985,263,20170921,10,R20170921-40073614,P2SL20AHGCS,女性,40代,1110,110,1,5,J4582290200859,果実堂  自然の恵みベビーリーフ,３０ｇ,2,195,0,0,0,0,0,98
1986,1986,263,20170921,10,R20170921-40073614,P2SL20AHGCS,女性,40代,1150,169,1,8,J4901306034491,カゴメ  野菜生活グリーンスムージー,３３０ｍｌ,1,157,0,0,0,0,0,158
1987,1987,263,20170921,10,R20170921-40073614,P2SL20AHGCS,女性,40代,1120,126,9,4,J4902586168210,メニューひろがる！厚切りベーコン,１２０ｇ,1,268,0,0,1,7,0,275
1988,1988,263,20170921,10,R20170921-40073614,P2SL20AHGCS,女性,40代,1110,110,1,9,J4962808018013,ブロッコリースーパースプラウト,１パツク,1,183,0,0,0,0,0,184
1989,1989,263,20170921,10,R20170921-40073615,P8SQ50BKDGS,男性,20代,1150,166,2,1,J4902165173925,くらしモアクリンクルカットポテト,２５０Ｇ,1,158,0,0,1,31,0,189
1990,1990,263,20170921,10,R20170921-40073616,P5LT80AGAAS,女性,30代,1150,173,1,2,J4902410297895,フジ  アンパンマンのまんまるたまご,６個入,1,75,1,75,0,0,0,150
1991,1991,263,20170921,10,R20170921-40073616,P5LT80AGAAS,女性,30代,1150,173,1,7,J4952434195875,ニシカワ  オレンジデニッシュ,,1,57,1,56,0,0,0,113
1992,1992,263,20170921,10,R20170921-40073617,P1SQ80GJKGS,女性,40代,1210,212,1,1,J4901111120433,ＡＧＦ  スティック大人のほろにが,１０Ｐ,1,157,0,0,1,31,0,189
1993,1993,263,20170921,10,R20170921-40073617,P1SQ80GJKGS,女性,40代,1210,211,1,8,J4901777269378,サントリーボスとろけるカフェビター,５００ｍｌ,2,156,0,0,2,22,0,89
1994,1994,263,20170921,10,R20170921-40073617,P1SQ80GJKGS,女性,40代,1210,216,1,3,J4902170094291,オーマイ  伝説のから揚げ粉,１００ｇ,1,88,0,0,1,9,0,98
1995,1995,263,20170921,10,R20170921-40073618,J3SQ00AFFGS,男性,50代,1210,211,1,7,J4901777235298,ボス  レインボーマウンテンブレンド,１８５ｇ,1,68,0,0,1,9,0,77
1996,1996,263,20170921,10,R20170921-40073618,J3SQ00AFFGS,男性,50代,1210,211,1,7,J4901777309609,サントリープライドオブボス,１８５ｇ,1,68,0,0,1,9,0,77
1997,1997,263,20170921,10,R20170921-40073618,J3SQ00AFFGS,男性,50代,1150,173,1,0,J4903110013402,ヤマザキダブルソフト,６枚切,1,118,0,0,1,71,0,189
1998,1998,263,20170921,10,R20170921-40073619,P3MW80GCJCS,女性,50代,1150,173,1,2,J4901408502096,神戸屋アーモンドフランス,,1,67,1,17,1,3,0,88
1999,1999,263,20170921,10,R20170921-40073619,P3MW80GCJCS,女性,50代,1150,173,1,1,J4901820382207,パスコ  ゆめちから小麦と米粉のロール,６個入,1,73,1,74,0,0,0,148
2000,2000,263,20170921,10,R20170921-40073619,P3MW80GCJCS,女性,50代,1150,167,3,6,J4902160210786,くらしモアカネテツ  野菜フライ,２枚入り,2,145,0,0,2,48,0,97
2001,2001,263,20170921,10,R20170921-40073620,非会員,不明,不明,1210,211,1,1,J4901777293830,サントリー伊右衛門ほうじ茶関西限定,５００ｍｌ,1,78,0,0,1,11,0,89
2002,2002,263,20170921,10,R20170921-40073620,非会員,不明,不明,1210,211,1,8,J4901777300606,サントリー  ボスとろけるミルクティー,５００ｍｌ,1,78,0,0,1,11,0,89
2003,2003,263,20170921,10,R20170921-40103756,P6PL90GEKBS,女性,40代,1130,191,9,3,J0239608000000,国内産うなぎ蒲焼  １０Ｋ６０尾,大森淡水,1,1581,0,0,0,0,0,1
2004,2004,263,20170921,10,R20170921-40103756,P6PL90GEKBS,女性,40代,1140,152,5,2,J0251455000000,国産おつまみ砂肝（ねぎ塩だれ）,,1,297,0,0,0,0,0,1
2005,2005,263,20170921,10,R20170921-40103756,P6PL90GEKBS,女性,40代,1140,152,1,1,J0253839000000,揚げ出し豆腐,,1,297,0,0,0,0,0,1
2006,2006,263,20170921,10,R20170921-40103756,P6PL90GEKBS,女性,40代,1140,152,1,1,J0256212000000,季節の天盛り,,1,397,0,0,0,0,0,1
2007,2007,263,20170921,10,R20170921-40103756,P6PL90GEKBS,女性,40代,1150,176,1,1,J0267606000000,シキサイ  ウメボシ,,1,570,0,0,0,0,0,199
2008,2008,263,20170921,10,R20170921-40103756,P6PL90GEKBS,女性,40代,1120,124,2,7,J0284127000000,黒豚肩ロース切り落とし,１４０ｇ定,1,500,0,0,0,0,0,1
2009,2009,263,20170921,10,R20170921-40103756,P6PL90GEKBS,女性,40代,1110,110,1,4,J0400100013045,レタス  Ｌサイズ,,1,230,0,0,0,0,0,230
2010,2010,263,20170921,10,R20170921-40103756,P6PL90GEKBS,女性,40代,1120,127,0,2,J4902715331508,藻塩から揚げ,２６５ｇ,1,284,0,0,1,95,0,380
2011,2011,263,20170921,10,R20170921-40103756,P6PL90GEKBS,女性,40代,1130,192,4,2,J4985111119369,ホタテの炊き込みご飯の素  ２合用  三,ケイ低温,1,397,0,0,0,0,0,398
2012,2012,263,20170921,10,R20170921-40103757,P6PL90GEKBS,女性,40代,1110,110,1,4,J0214102000000,レタス  １／２,,1,138,0,0,0,0,0,1
2013,2013,263,20170921,10,R20170921-40103757,P6PL90GEKBS,女性,40代,1140,152,1,1,J0253839000000,揚げ出し豆腐,,1,298,0,0,0,0,0,1
2014,2014,263,20170921,10,R20170921-40103757,P6PL90GEKBS,女性,40代,1140,151,3,3,J0401550032211,☆めちゃ旨・玉子助六（ミニ）,,1,197,0,0,0,0,0,198
2015,2015,263,20170921,10,R20170921-40103757,P6PL90GEKBS,女性,40代,1150,167,4,4,J4901006251624,井村屋  肉まん,３個入り,1,147,0,0,1,30,0,178
2016,2016,263,20170921,10,R20170921-40103757,P6PL90GEKBS,女性,40代,1150,162,2,1,J4901160015995,おかめ納豆  極小粒納豆  カップ３,３０ｇ×３,1,90,0,0,1,4,0,95
2017,2017,263,20170921,10,R20170921-40103757,P6PL90GEKBS,女性,40代,1120,127,0,2,J4902715331508,藻塩から揚げ,２６５ｇ,1,284,0,0,1,95,0,380
2018,2018,263,20170921,10,R20170921-40103757,P6PL90GEKBS,女性,40代,1150,173,1,1,J4903110112594,ヤマザキ北海道産小麦のレーズンロール,６個入,1,168,0,0,0,0,0,168
2019,2019,263,20170921,10,R20170921-40103757,P6PL90GEKBS,女性,40代,1150,163,4,2,J4977744302409,藤原商店  ゆず白菜カップ,２００ｇ,1,197,0,0,1,30,0,228
2020,2020,263,20170921,10,R20170921-40103758,P8UQ00FHDHS,女性,60代,1150,167,4,1,J4901530210555,紀文  スープ餃子,１２個入り,1,138,0,0,1,50,0,188
2021,2021,263,20170921,10,R20170921-40103758,P8UQ00FHDHS,女性,60代,1120,127,0,2,J4902715331508,藻塩から揚げ,２６５ｇ,1,285,0,0,1,95,0,380
2022,2022,263,20170921,10,R20170921-40103758,P8UQ00FHDHS,女性,60代,1150,168,1,3,J4977890162438,名城  太そば,２６０ｇ,1,157,0,0,0,0,0,158
2023,2023,263,20170921,10,R20170921-40103758,P8UQ00FHDHS,女性,60代,1110,110,0,5,J4991345000038,アオネギ,,1,97,0,0,0,0,0,98
2024,2024,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1140,153,1,3,J0251271000000,お好み焼,,2,794,0,0,0,0,0,1
2025,2025,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,5,J4901001132096,味の素  カップに入ったエビのグラタン,４個入,1,157,0,0,1,39,0,198
2026,2026,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,3,J4901001283118,味の素洋食亭お弁当ハンバーグ,４個入,2,315,0,0,2,79,0,198
2027,2027,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,3,J4901001299881,味の素ゆず胡椒のチキン香り揚げ,５個入,1,168,0,0,1,10,0,178
2028,2028,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,3,J4901520129737,テーブルマーク焼つくね,６個入,1,168,0,0,1,10,0,178
2029,2029,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,5,J4901520133994,ＴＭかぼちゃの重ね揚げ,４個入,2,315,0,0,2,79,0,198
2030,2030,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,2,J4902150654163,Ｎニッスイ  コーンクリームコロッケ,８個入,1,168,0,0,1,10,0,178
2031,2031,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,4,J4902150657935,ニッスイ鮭の塩焼き,４個入,1,157,0,0,1,39,0,198
2032,2032,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,3,J4902150658321,ニッスイ若鶏のやきとり串,５本入,1,168,0,0,1,10,0,178
2033,2033,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,5,J4902150659205,ニッスイかにかまの磯辺揚げ,８個入,1,168,0,0,1,10,0,178
2034,2034,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,4,J4902150659724,くらしモア  いか天ぷら,６個入,1,157,0,0,1,39,0,198
2035,2035,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1210,220,1,2,J4902160102593,くらしモア  角砂糖小粒,８００ｇ,1,246,0,0,0,0,0,247
2036,2036,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,4,J4902165119756,マルハニチロぶり照り,４個入,2,315,0,0,2,79,0,198
2037,2037,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,4,J4902165264418,マルハニチロ  あじのフライ,６個入,1,157,0,0,1,39,0,198
2038,2038,263,20170921,10,R20170921-40103759,P3QT30FHGAS,女性,60代,1150,166,3,3,J4902165373813,マルハ５種野菜とひじき豆腐ハンバーグ,６個入,1,168,0,0,1,10,0,178
